,Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population
14437,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14438,2013,2016,,Paroled to Detainer - INS,White - Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
14439,2013,2016,,Paroled to Detainer - INS,White - Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
14440,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
14441,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
14442,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
14443,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,540.0,New,D Felony,Public Order,Other Public Order,Yes
14444,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14445,2013,2016,3JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,41.0,Tech,,,,Yes
14446,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,257.0,New,D Felony,Property,Forgery/Fraud,No
14447,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
14448,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
14449,2013,2016,1JD,Paroled to Detainer - INS,Asian or Pacific Islander - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14450,2013,2016,5JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,294.0,Tech,,,,Yes
14451,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Property,Theft,Yes,546.0,New,Aggravated Misdemeanor,Property,Theft,Yes
14452,2013,2016,5JD,Paroled to Detainer - INS,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
14453,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,44.0,Tech,,,,Yes
14454,2013,2016,3JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,552.0,Tech,,,,Yes
14455,2013,2016,5JD,Parole Granted,White - Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
14456,2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
14457,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Kidnap,Yes,892.0,New,D Felony,Violent,Assault,No
14458,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,45-54,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,646.0,New,C Felony,Drug,Trafficking,Yes
14459,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
14460,2013,2016,2JD,Parole Granted,White - Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,482.0,New,Aggravated Misdemeanor,Public Order,Alcohol,Yes
14461,2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,884.0,Tech,,,,Yes
14462,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,837.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
14463,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,Yes
14464,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Property,Arson,No,,No Recidivism,,,,Yes
14465,2013,2016,3JD,Paroled to Detainer - Out of State,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,586.0,Tech,,,,Yes
14466,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,551.0,New,D Felony,Drug,Drug Possession,No
14467,2013,2016,2JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,25-34,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
14468,2013,2016,3JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,480.0,New,D Felony,Property,Burglary,Yes
14469,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,248.0,Tech,,,,Yes
14470,2013,2016,3JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14471,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,798.0,New,D Felony,Property,Burglary,No
14472,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,579.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
14473,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No
14474,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No
14475,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No
14476,2013,2016,,Parole Granted,White - Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14477,2013,2016,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
14478,2013,2016,6JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14479,2013,2016,,Released to Special Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,No,,No Recidivism,,,,Yes
14480,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,534.0,Tech,,,,Yes
14481,2013,2016,,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
14482,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,366.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
14483,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,820.0,New,D Felony,Public Order,OWI,Yes
14484,2014,2017,,,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
14485,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
14486,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
14487,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
14488,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
14489,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
14490,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
14491,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
14492,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14493,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14494,2013,2016,,Paroled to Detainer - INS,White - Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14495,2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14496,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,265.0,New,Aggravated Misdemeanor,Public Order,OWI,Yes
14497,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14498,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14499,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14500,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,841.0,New,D Felony,Property,Forgery/Fraud,No
14501,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14502,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,785.0,New,C Felony,Drug,Trafficking,No
14503,2013,2016,6JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,Yes
14504,2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
14505,2013,2016,,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
14506,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,25-34,Female,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
14507,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,117.0,Tech,,,,Yes
14508,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,74.0,Tech,,,,Yes
14509,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,293.0,New,D Felony,Property,Forgery/Fraud,Yes
14510,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,791.0,New,Serious Misdemeanor,Public Order,OWI,Yes
14511,2013,2016,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14512,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
14513,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,740.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
14514,2013,2016,,Parole Granted,Black - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
14515,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,819.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
14516,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,1082.0,New,Aggravated Misdemeanor,Violent,Assault,No
14517,2013,2016,2JD,Released to Special Sentence,White - Non-Hispanic,35-44,Male,Special Sentence 2005,Violent,Sex,No,,No Recidivism,,,,Yes
14518,2013,2016,2JD,Paroled to Detainer - U.S. Marshall,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Kidnap,No,,No Recidivism,,,,Yes
14519,2013,2016,1JD,Parole Granted,Black - Hispanic,25-34,Male,D Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes
14520,2013,2016,5JD,Released to Special Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
14521,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,172.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
14522,2013,2016,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14523,2013,2016,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14524,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No
14525,2014,2017,,,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
14526,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,295.0,New,D Felony,Property,Forgery/Fraud,Yes
14527,2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
14528,2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
14529,2013,2016,7JD,Parole Granted,White - Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14530,2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,Yes
14531,2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
14532,2013,2016,6JD,Released to Special Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,966.0,Tech,,,,Yes
14533,2013,2016,8JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Sex,Yes,793.0,Tech,,,,Yes
14534,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
14535,2013,2016,4JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes
14536,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,386.0,New,D Felony,Public Order,OWI,Yes
14537,2013,2016,4JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14538,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
14539,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
14540,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14541,2013,2016,,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
14542,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14543,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14544,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14545,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14546,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14547,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,88.0,Tech,,,,Yes
14548,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,519.0,Tech,,,,Yes
14549,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14550,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14551,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14552,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14553,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14554,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14555,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14556,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14557,2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,365.0,New,C Felony,Drug,Trafficking,Yes
14558,2013,2016,7JD,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,Yes
14559,2013,2016,6JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,Yes,187.0,Tech,,,,Yes
14560,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,329.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
14561,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,412.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
14562,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,924.0,New,D Felony,Public Order,Weapons,No
14563,2013,2016,4JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
14564,2013,2016,8JD,Released to Special Sentence,White - Non-Hispanic,55 and Older,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
14565,2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,Yes
14566,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,787.0,New,C Felony,Property,Burglary,Yes
14567,2013,2016,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,1016.0,New,D Felony,Property,Burglary,Yes
14568,2013,2016,,Paroled to Detainer - INS,White - Hispanic,45-54,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes
14569,2013,2016,,Paroled to Detainer - INS,White - Hispanic,45-54,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes
14570,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,35-44,Male,B Felony,Other,Other Criminal,Yes,269.0,New,D Felony,Property,Theft,Yes
14571,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,Yes
14572,2013,2016,3JD,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14573,2013,2016,1JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,Other Felony,Violent,Murder/Manslaughter,Yes,1011.0,Tech,,,,Yes
14574,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,418.0,Tech,,,,Yes
14575,2013,2016,8JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,Yes,231.0,Tech,,,,Yes
14576,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No
14577,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No
14578,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No
14579,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No
14580,2013,2016,5JD,Parole Granted,Asian or Pacific Islander - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14581,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,No
14582,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,No
14583,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,380.0,New,Aggravated Misdemeanor,Public Order,Alcohol,No
14584,2013,2016,,Paroled to Detainer - INS,White - Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14585,2013,2016,,Paroled to Detainer - INS,White - Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14586,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,Yes,222.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
14587,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,317.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
14588,2013,2016,5JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,279.0,Tech,,,,Yes
14589,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
14590,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,Yes,179.0,New,D Felony,Public Order,Other Public Order,No
14591,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
14592,2013,2016,2JD,Parole Granted,White - Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,622.0,Tech,,,,Yes
14593,2013,2016,,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
14594,2013,2016,6JD,Parole Granted,Black - Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
14595,2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14596,2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14597,2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14598,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14599,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14600,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14601,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14602,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14603,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14604,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14605,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14606,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14607,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14608,2013,2016,3JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
14609,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,572.0,New,D Felony,Drug,Trafficking,Yes
14610,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No
14611,2013,2016,4JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,360.0,Tech,,,,Yes
14612,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,835.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
14613,2013,2016,4JD,Parole Granted,White - Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,416.0,Tech,,,,Yes
14614,2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Assault,Yes,81.0,New,D Felony,Property,Vandalism,Yes
